FileName,Sentence,Clean sentence,Lemmatized
doc2.txt,John McCain likes to say that he'll follow bin Laden to the Gates of Hell - but he won't even go to the cave where he lives.,john mccain likes follow bin laden gates hell wo cave lives,john mccain like follow bin laden gates hell wo cave live
doc2.txt,"And today, as my call for a time frame to remove our troops from Iraq has been echoed by the Iraqi government and even the Bush Administration, even after we learned that Iraq has a $79 billion surplus while we're wallowing in deficits, John McCain stands alone in his stubborn refusal to end a misguided war.",today time frame remove troops iraq echoed iraqi government bush administration learned iraq $ 79 billion surplus wallowing deficits john mccain stands stubborn refusal end misguided war,today time frame remove troop iraq echo iraqi government bush administration learn iraq $ 79 billion surplus wallow deficit john mccain stand stubborn refusal end misguided war
doc2.txt,That's not the judgment we need.,judgment need,judgment need
doc2.txt,That won't keep America safe.,wo america safe,wo america safe
doc2.txt,"We need a President who can face the threats of the future, not keep grasping at the ideas of the past.",need president face threats future grasping ideas past,need president face threat future grasp idea past
doc2.txt,You don't defeat a terrorist network that operates in eighty countries by occupying Iraq.,defeat terrorist network operates eighty countries occupying iraq,defeat terrorist network operate eighty country occupy iraq
doc2.txt,You don't protect Israel and deter Iran just by talking tough in Washington.,protect israel deter iran talking tough washington,protect israel deter iran talk tough washington
doc2.txt,You can't truly stand up for Georgia when you've strained our oldest alliances.,truly stand georgia strained oldest alliances,truly stand georgia strain old alliance
doc2.txt,"If John McCain wants to follow George Bush with more tough talk and bad strategy, that is his choice - but it is not the change we need.",john mccain wants follow george bush tough talk bad strategy choice change need,john mccain want follow george bush tough talk bad strategy choice change need
doc2.txt,We are the party of Roosevelt.,party roosevelt,party roosevelt
doc2.txt,We are the party of Kennedy.,party kennedy,party kennedy
doc2.txt,So don't tell me that Democrats won't defend this country.,tell me democrats wo defend country,tell i democrats wo defend country
doc2.txt,Don't tell me that Democrats won't keep us safe.,tell me democrats wo safe,tell i democrats wo safe
doc2.txt,"The Bush-McCain foreign policy has squandered the legacy that generations of Americans -- Democrats and Republicans - have built, and we are here to restore that legacy.",bush mccain foreign policy squandered legacy generations americans democrats republicans built restore legacy,bush mccain foreign policy squander legacy generation americans democrats republicans build restore legacy
doc2.txt,"As Commander-in-Chief, I will never hesitate to defend this nation, but I will only send our troops into harm's way with a clear mission and a sacred commitment to give them the equipment they need in battle and the care and benefits they deserve when they come home.",commander chief i hesitate defend nation i send troops harm way clear mission sacred commitment equipment need battle care benefits deserve come home,commander chief i hesitate defend nation i send troop harm way clear mission sacred commitment equipment need battle care benefit deserve come home
doc2.txt,"I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan.",i end war iraq responsibly finish fight al qaeda taliban afghanistan,i end war iraq responsibly finish fight al qaeda taliban afghanistan
doc2.txt,I will rebuild our military to meet future conflicts.,i rebuild military meet future conflicts,i rebuild military meet future conflict
doc2.txt,"But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression.",i renew tough direct diplomacy prevent iran obtaining nuclear weapons curb russian aggression,i renew tough direct diplomacy prevent iran obtain nuclear weapon curb russian aggression
doc2.txt,I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease.,i build new partnerships defeat threats 21st century terrorism nuclear proliferation poverty genocide climate change disease,i build new partnership defeat threat 21st century terrorism nuclear proliferation poverty genocide climate change disease
doc2.txt,"And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.",i restore moral standing america best hope cause freedom long lives peace yearn future,i restore moral standing america good hope cause freedom long life peace yearn future
doc2.txt,These are the policies I will pursue.,policies i pursue,policy i pursue
doc2.txt,"And in the weeks ahead, I look forward to debating them with John McCain.",weeks ahead i look forward debating john mccain,week ahead i look forward debate john mccain
doc2.txt,But what I will not do is suggest that the Senator takes his positions for political purposes.,i suggest senator positions political purposes,i suggest senator position political purpose
doc2.txt,Because one of the things that we have to change in our politics is the idea that people cannot disagree without challenging each other's character and patriotism.,things change politics idea people disagree challenging character patriotism,thing change politic idea people disagree challenge character patriotism
doc2.txt,"The times are too serious, the stakes are too high for this same partisan playbook.",times stakes high partisan playbook,time stake high partisan playbook
doc2.txt,So let us agree that patriotism has no party.,let agree patriotism party,let agree patriotism party
doc2.txt,"I love this country, and so do you, and so does John McCain.",i love country john mccain,i love country john mccain
doc2.txt,"The men and women who serve in our battlefields may be Democrats and Republicans and Independents, but they have fought together and bled together and some died together under the same proud flag.",men women serve battlefields democrats republicans independents fought bled died proud flag,man woman serve battlefield democrats republicans independents fight bleed die proud flag
doc2.txt,They have not served a Red America or a Blue America - they have served the United States of America.,served red america blue america served united states america,serve red america blue america serve united states america
doc2.txt,"So I've got news for you, John McCain.",i news john mccain,i news john mccain
doc2.txt,We all put our country first.,country,country
doc2.txt,"America, our work will not be easy.",america work easy,america work easy
doc2.txt,"The challenges we face require tough choices, and Democrats as well as Republicans will need to cast off the worn-out ideas and politics of the past.",challenges face require tough choices democrats republicans need cast worn ideas politics past,challenge face require tough choice democrats republicans need cast worn idea politic past
doc2.txt,For part of what has been lost these past eight years can't just be measured by lost wages or bigger trade deficits.,lost past years measured lost wages bigger trade deficits,lose past year measure lost wage big trade deficit
doc2.txt,What has also been lost is our sense of common purpose - our sense of higher purpose.,lost sense common purpose sense higher purpose,lose sense common purpose sense high purpose
doc2.txt,And that's what we have to restore.,restore,restore
doc2.txt,"We may not agree on abortion, but surely we can agree on reducing the number of unwanted pregnancies in this country.",agree abortion surely agree reducing number unwanted pregnancies country,agree abortion surely agree reduce number unwanted pregnancy country
doc2.txt,"The reality of gun ownership may be different for hunters in rural Ohio than for those plagued by gang-violence in Cleveland, but don't tell me we can't uphold the Second Amendment while keeping AK-47s out of the hands of criminals.",reality gun ownership different hunters rural ohio plagued gang violence cleveland tell me uphold second amendment ak-47s hands criminals,reality gun ownership different hunter rural ohio plague gang violence cleveland tell i uphold second amendment ak-47 hand criminal
doc2.txt,"I know there are differences on same-sex marriage, but surely we can agree that our gay and lesbian brothers and sisters deserve to visit the person they love in the hospital and to live lives free of discrimination.",i know differences sex marriage surely agree gay lesbian brothers sisters deserve visit person love hospital live lives free discrimination,i know difference sex marriage surely agree gay lesbian brother sister deserve visit person love hospital live life free discrimination
doc2.txt,"Passions fly on immigration, but I don't know anyone who benefits when a mother is separated from her infant child or an employer undercuts American wages by hiring illegal workers.",passions fly immigration i know benefits mother separated infant child employer undercuts american wages hiring illegal workers,passion fly immigration i know benefit mother separate infant child employer undercut american wage hire illegal worker
doc2.txt,This too is part of America's promise - the promise of a democracy where we can find the strength and grace to bridge divides and unite in common effort.,america promise promise democracy find strength grace bridge divides unite common effort,america promise promise democracy find strength grace bridge divide unite common effort
doc2.txt,I know there are those who dismiss such beliefs as happy talk.,i know dismiss beliefs happy talk,i know dismiss belief happy talk
doc2.txt,"They claim that our insistence on something larger, something firmer and more honest in our public life is just a Trojan Horse for higher taxes and the abandonment of traditional values.",claim insistence larger firmer honest public life trojan horse higher taxes abandonment traditional values,claim insistence large firm honest public life trojan horse high taxis abandonment traditional value
doc2.txt,And that's to be expected.,expected,expect
doc2.txt,"Because if you don't have any fresh ideas, then you use stale tactics to scare the voters.",fresh ideas use stale tactics scare voters,fresh idea use stale tactic scare voter
doc2.txt,"If you don't have a record to run on, then you paint your opponent as someone people should run from.",record run paint opponent people run,record run paint opponent people run
doc2.txt,You make a big election about small things.,big election small things,big election small thing
doc2.txt,And you know what - it's worked before.,know worked,know work
doc2.txt,Because it feeds into the cynicism we all have about government.,feeds cynicism government,feed cynicism government
doc2.txt,"When Washington doesn't work, all its promises seem empty.",washington work promises,washington work promise
doc2.txt,"If your hopes have been dashed again and again, then it's best to stop hoping, and settle for what you already know.",hopes dashed best stop hoping settle know,hope dash good stop hope settle know
doc2.txt,I get it.,i,i
doc2.txt,I realize that I am not the likeliest candidate for this office.,i realize i likeliest candidate office,i realize i likeli candidate office
doc2.txt,"I don't fit the typical pedigree, and I haven't spent my career in the halls of Washington.",i fit typical pedigree i spent career halls washington,i fit typical pedigree i spend career hall washington
doc2.txt,But I stand before you tonight because all across America something is stirring.,i stand tonight america stirring,i stand tonight america stir
doc2.txt,What the nay-sayers don't understand is that this election has never been about me.,nay sayers understand election me,nay sayer understand election i
doc2.txt,It's been about you.,,
doc2.txt,"For eighteen long months, you have stood up, one by one, and said enough to the politics of the past.",eighteen long months stood politics past,eighteen long month stand politic past
doc2.txt,"You understand that in this election, the greatest risk we can take is to try the same old politics with the same old players and expect a different result.",understand election greatest risk try old politics old players expect different result,understand election great risk try old politic old player expect different result
doc2.txt,"You have shown what history teaches us - that at defining moments like this one, the change we need doesn't come from Washington.",history teaches defining moments like change need come washington,history teach define moment like change need come washington
doc2.txt,Change comes to Washington.,change comes washington,change come washington
doc2.txt,"Change happens because the American people demand it - because they rise up and insist on new ideas and new leadership, a new politics for a new time.",change happens american people demand rise insist new ideas new leadership new politics new time,change happen american people demand rise insist new idea new leadership new politic new time
doc2.txt,"America, this is one of those moments.",america moments,america moment
doc2.txt,"I believe that as hard as it will be, the change we need is coming.",i believe hard change need coming,i believe hard change need come
doc2.txt,Because I've seen it.,i,i
doc2.txt,Because I've lived it.,i lived,i live
doc2.txt,"I've seen it in Illinois, when we provided health care to more children and moved more families from welfare to work.",i illinois provided health care children families welfare work,i illinois provide health care child family welfare work
doc2.txt,"I've seen it in Washington, when we worked across party lines to open up government and hold lobbyists more accountable, to give better care for our veterans and keep nuclear weapons out of terrorist hands.",i washington worked party lines open government hold lobbyists accountable care veterans nuclear weapons terrorist hands,i washington work party line open government hold lobbyist accountable care veteran nuclear weapon terrorist hand
doc2.txt,And I've seen it in this campaign.,i campaign,i campaign
doc2.txt,"In the young people who voted for the first time, and in those who got involved again after a very long time.",young people voted time got involved long time,young people vote time got involve long time
doc2.txt,"In the Republicans who never thought they'd pick up a Democratic ballot, but did.",republicans thought pick democratic ballot,republicans think pick democratic ballot
doc2.txt,"I've seen it in the workers who would rather cut their hours back a day than see their friends lose their jobs, in the soldiers who re-enlist after losing a limb, in the good neighbors who take a stranger in when a hurricane strikes and the floodwaters rise.",i workers cut hours day friends lose jobs soldiers enlist losing limb good neighbors stranger hurricane strikes floodwaters rise,i worker cut hour day friend lose job soldier enlist lose limb good neighbor stranger hurricane strike floodwater rise
doc2.txt,"This country of ours has more wealth than any nation, but that's not what makes us rich.",country wealth nation rich,country wealth nation rich
doc2.txt,"We have the most powerful military on Earth, but that's not what makes us strong.",powerful military earth strong,powerful military earth strong
doc2.txt,"Our universities and our culture are the envy of the world, but that's not what keeps the world coming to our shores.",universities culture envy world world coming shores,university culture envy world world come shore
doc2.txt,"Instead, it is that American spirit - that American promise - that pushes us forward even when the path is uncertain; that binds us together in spite of our differences; that makes us fix our eye not on what is seen, but what is unseen, that better place around the bend.",instead american spirit american promise pushes forward path uncertain binds spite differences fix eye unseen place bend,instead american spirit american promise push forward path uncertain bind spite difference fix eye unseen place bend
doc2.txt,That promise is our greatest inheritance.,promise greatest inheritance,promise great inheritance
doc2.txt,"It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot.",promise i daughters i tuck night promise promise led immigrants cross oceans pioneers travel west promise led workers picket lines women reach ballot,promise i daughter i tuck night promise promise lead immigrant cross ocean pioneer travel west promise lead worker picket line woman reach ballot
doc2.txt,"And it is that promise that forty five years ago today, brought Americans from every corner of this land to stand together on a Mall in Washington, before Lincoln's Memorial, and hear a young preacher from Georgia speak of his dream.",promise years ago today brought americans corner land stand mall washington lincoln memorial hear young preacher georgia speak dream,promise year ago today bring americans corner land stand mall washington lincoln memorial hear young preacher georgia speak dream
doc2.txt,The men and women who gathered there could've heard many things.,men women gathered heard things,man woman gather hear thing
doc2.txt,They could've heard words of anger and discord.,heard words anger discord,hear word anger discord
doc2.txt,They could've been told to succumb to the fear and frustration of so many dreams deferred.,told succumb fear frustration dreams deferred,tell succumb fear frustration dream defer
doc2.txt,"But what the people heard instead - people of every creed and color, from every walk of life - is that in America, our destiny is inextricably linked.",people heard instead people creed color walk life america destiny inextricably linked,people hear instead people creed color walk life america destiny inextricably link
doc2.txt,"That together, our dreams can be one.",dreams,dream
doc2.txt,"We cannot walk alone, the preacher cried. """,walk preacher cried,walk preacher cry
doc2.txt,"And as we walk, we must make the pledge that we shall always march ahead.",walk pledge shall march ahead,walk pledge shall march ahead
doc2.txt,"We cannot turn back.""",turn,turn
doc2.txt,"America, we cannot turn back.",america turn,america turn
doc2.txt,Not with so much work to be done.,work,work
doc2.txt,"Not with so many children to educate, and so many veterans to care for.",children educate veterans care,child educate veteran care
doc2.txt,Not with an economy to fix and cities to rebuild and farms to save.,economy fix cities rebuild farms save,economy fix city rebuild farm save
doc2.txt,Not with so many families to protect and so many lives to mend.,families protect lives mend,family protect life mend
doc2.txt,"America, we cannot turn back.",america turn,america turn
doc2.txt,We cannot walk alone.,walk,walk
doc2.txt,"At this moment, in this election, we must pledge once more to march into the future.",moment election pledge march future,moment election pledge march future
doc2.txt,"Let us keep that promise - that American promise - and in the words of Scripture hold firmly, without wavering, to the hope that we confess.",let promise american promise words scripture hold firmly wavering hope confess,let promise american promise word scripture hold firmly wavering hope confess
doc2.txt,"Thank you, and God Bless the United States of America.",thank god bless united states america,thank god bless united states america
doc3.txt, Thank you.,  thank,  thank
doc3.txt,Thank you Roger Hickey and Bob Borosage for bringing us all together today and thank you for your leadership in the cause of a more progressive America.,thank roger hickey bob borosage bringing today thank leadership cause progressive america,thank roger hickey bob borosage bring today thank leadership cause progressive america
doc3.txt,"My friends, we meet here today at a time where we find ourselves at a crossroads in America's history.",friends meet today time find crossroads america history,friend meet today time find crossroad america history
doc3.txt,It's a time where you can go to any town hall or street corner or coffee shop and hear people express the same anxiety about the future; hear them convey the same uncertainty about the direction we're headed as a country.,time town hall street corner coffee shop hear people express anxiety future hear convey uncertainty direction headed country,time town hall street corner coffee shop hear people express anxiety future hear convey uncertainty direction head country
doc3.txt,"Whether it's the war or Katrina or their health care or their jobs, you hear people say that we've finally arrived at a moment where something must change.",war katrina health care jobs hear people finally arrived moment change,war katrina health care job hear people finally arrive moment change
doc3.txt,These are Americans who still believe in an America where anything's possible - they just don't think their leaders do.,americans believe america possible think leaders,americans believe america possible think leader
doc3.txt,These are Americans who still dream big dreams -they just sense their leaders have forgotten how.,americans dream big dreams -they sense leaders forgotten,americans dream big dream -they sense leader forget
doc3.txt,I remember when I first ran for the state Senate - my very first race.,i remember i ran state senate race,i remember i run state senate race
doc3.txt,"A seat had opened up, and some friends asked me if I'd be interested in running.",seat opened friends asked me i interested running,seat open friend ask i i interested run
doc3.txt,"Well, I thought about it, and then I did what every wise man does when faced with a difficult decision: I prayed, and I asked my wife.",i thought i wise man faced difficult decision i prayed i asked wife,i think i wise man face difficult decision i pray i ask wife
doc3.txt,"And after consulting with these higher powers, I threw my hat in the ring and I did what every person on a campaign does - I talked to anyone who'd listen.",consulting higher powers i threw hat ring i person campaign i talked listen,consult high power i throw hat ring i person campaign i talk listen
doc3.txt,I went to bake sales and barber shops and if there were two guys standing on the corner I'd pull up and hand them literature.,i bake sales barber shops guys standing corner i pull hand literature,i bake sale barber shop guy stand corner i pull hand literature
doc3.txt,And everywhere I went I'd get two questions:,i i questions,i i question
doc3.txt,"First, they'd ask, ""Where'd you get that funny name, Barack Obama?""",ask funny barack obama,ask funny barack obama
doc3.txt,Because people just couldn't pronounce it.,people pronounce,people pronounce
doc3.txt,"They'd call me ""Alabama,"" or they'd call me ""Yo Mama.""",me alabama me yo mama,i alabama i yo mama
doc3.txt,"And I'd have to explain that I got the name from my father, who was from Kenya.",i explain i father kenya,i explain i father kenya
doc3.txt,"And the second thing people would ask me was, ""You seem like a nice young man.",second thing people ask me like nice young man,second thing people ask i like nice young man
doc3.txt,"You teach law school, you're a civil rights attorney, you organize voter registration, you're a family man - why would you wanna go into something dirty and nasty like politics?""",teach law school civil rights attorney organize voter registration family man wanna dirty nasty like politics,teach law school civil right attorney organize voter registration family man wanna dirty nasty like politic
doc3.txt,And I understood the question because it revealed the cynicism people feel about public life today.,i understood question revealed cynicism people feel public life today,i understand question reveal cynicism people feel public life today
doc3.txt,"That even though we may get involved out of civic obligation every few years, we don't always have confidence that government can make a difference in our lives.",involved civic obligation years confidence government difference lives,involve civic obligation year confidence government difference life
doc3.txt,So I understand the cynicism.,i understand cynicism,i understand cynicism
doc3.txt,"But whenever I get in that mood, I think about something that happened to me on the eve of my election to the United States Senate.",i mood i think happened me eve election united states senate,i mood i think happen i eve election united states senate
doc3.txt,"We had held a large rally the night before in the Southside of Chicago, which is where I live.",held large rally night southside chicago i live,hold large rally night southside chicago i live
doc3.txt,"And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.",midst rally comes me woman like come meet traveled long way wants picture shake hand,midst rally come i woman like come meet travel long way want picture shake hand
doc3.txt,"And so I said fine, and I met her, and we talked.",i fine i met talked,i fine i meet talk
doc3.txt,"And all of this would have been unremarkable except for the fact that this woman, Marguerite Lewis, was born in 1899 and was 105 years old.",unremarkable fact woman marguerite lewis born 1899 105 years old,unremarkable fact woman marguerite lewis bear 1899 105 year old
doc3.txt,"And ever since I met this frail, one-hundred-and-five-year-old African-American woman who had found the strength to leave her house and come to a rally because she believed that her voice mattered, I've thought about all she's seen in her life.",i met frail year old african american woman found strength leave house come rally believed voice mattered i thought life,i meet frail year old african american woman find strength leave house come rally believe voice matter i think life
doc3.txt,"I've thought about the fact that when she was born, there weren't cars on the road, and no airplanes in the sky.",i thought fact born cars road airplanes sky,i think fact bear car road airplane sky
doc3.txt,"That she was born under the cloud of Jim Crow, free in theory but still enslaved in so many ways.",born cloud jim crow free theory enslaved ways,bear cloud jim crow free theory enslave way
doc3.txt,"That she was born at a time for black folks when lynchings were not uncommon, but voting was.",born time black folks lynchings uncommon voting,bear time black folk lynching uncommon voting
doc3.txt,"I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.",i thought lived world war great depression second world war brothers uncles nephews cousins coming home wars sit bus,i think live world war great depression second world war brother uncle nephew cousin come home war sit bus
doc3.txt,And I thought about how she saw women finally win the right to vote.,i thought women finally win right vote,i think woman finally win right vote
doc3.txt,And how she watched FDR lift this nation out of fear and send millions to college on the GI Bill and lift millions out of poverty with Social Security.,watched fdr lift nation fear send millions college gi bill lift millions poverty social security,watch fdr lift nation fear send million college gi bill lift million poverty social security
doc3.txt,"How she saw unions rise up and a middle-class prosper, and watched immigrants leave distant shores in search of an idea known as America.",unions rise middle class prosper watched immigrants leave distant shores search idea known america,union rise middle class prosper watch immigrant leave distant shore search idea know america
doc3.txt,She believed in this idea with all her heart and she saw this progress around her and she had faith that someday it would be her turn.,believed idea heart progress faith someday turn,believe idea heart progress faith someday turn
doc3.txt,"And when she finally she saw hope breaking through the horizon in the Civil Rights Movement, she thought, ""Maybe it's my turn.""",finally hope breaking horizon civil rights movement thought maybe turn,finally hope break horizon civil rights movement think maybe turn
doc3.txt,"And in that movement, she saw women who were willing to walk instead of ride the bus after a day of doing somebody else's laundry and looking after somebody else's children because they walked for freedom.",movement women willing walk instead ride bus day somebody laundry looking somebody children walked freedom,movement woman willing walk instead ride bus day somebody laundry look somebody child walk freedom
doc3.txt,And she saw young people of every race and every creed take a bus down to Mississippi and Alabama to register voters because they believed.,young people race creed bus mississippi alabama register voters believed,young people race creed bus mississippi alabama register voter believe
doc3.txt,She saw four little girls die in a Sunday school and catalyze a nation.,little girls die sunday school catalyze nation,little girl die sunday school catalyze nation
doc3.txt,And at last - at last - she saw the passage of the Civil Rights Act and the Voting Rights Act.,passage civil rights act voting rights act,passage civil rights act voting rights act
doc3.txt,And she saw people lining up to vote for the first time - and she got in that line - and she never forgot it.,people lining vote time line forgot,people line vote time line forget
doc3.txt,She kept on voting in each and every election because she believed.,voting election believed,vote election believe
doc3.txt,"She believed that over a span of three centuries, she had seen enough to know that there is no challenge too great, no injustice too crippling, no destiny too far out of reach for America.",believed span centuries know challenge great injustice crippling destiny far reach america,believe span century know challenge great injustice crippling destiny far reach america
doc3.txt,She believed that we don't have to settle for equality for some or opportunity for the lucky or freedom for the few.,believed settle equality opportunity lucky freedom,believe settle equality opportunity lucky freedom
doc3.txt,"And she knew that during those moments in history where it looked like we might give up hope or settle for less, there have always been Americans who refused.",knew moments history looked like hope settle americans refused,know moment history look like hope settle americans refuse
doc3.txt,"Who said we're going to keep on dreaming, and we're going to keep on building, and we're going to keep on marching, and we're going to keep on working because that's who we are.",dreaming building marching working,dream building marching work
doc3.txt,Because we've always fought to bring all of our people under the blanket of the American Dream.,fought bring people blanket american dream,fight bring people blanket american dream
doc3.txt,And I think that we face one of those moments today.,i think face moments today,i think face moment today
doc3.txt,"In a century just six years old, our faith has been shaken by war and terror, disaster and despair, threats to the middle-class dream, and scandal and corruption in our government.",century years old faith shaken war terror disaster despair threats middle class dream scandal corruption government,century year old faith shake war terror disaster despair threat middle class dream scandal corruption government
doc3.txt,The sweeping changes brought by revolutions in technology have torn down walls between business and government and people and places all over the globe.,sweeping changes brought revolutions technology torn walls business government people places globe,sweeping change bring revolution technology tear wall business government people place globe
doc3.txt,And with this new world comes new risks and new dangers.,new world comes new risks new dangers,new world come new risk new danger
doc3.txt,No longer can we assume that a high-school education is enough to compete for a job that could easily go to a college-educated student in Bangalore or Beijing.,longer assume high school education compete job easily college educated student bangalore beijing,long assume high school education compete job easily college educate student bangalore beijing
doc3.txt,No more can we count on employers to provide health care and pensions and job training when their bottom-lines know no borders.,count employers provide health care pensions job training lines know borders,count employer provide health care pension job training line know border
doc3.txt,Never again can we expect the oceans that surround America to keep us safe from attacks on our own soil.,expect oceans surround america safe attacks soil,expect ocean surround america safe attack soil
doc3.txt,The world has changed.,world changed,world change
doc3.txt,"And as a result, we've seen families work harder for less and our jobs go overseas.",result families work harder jobs overseas,result family work hard job overseas
doc3.txt,We've seen the cost of health care and child care and gasoline skyrocket.,cost health care child care gasoline skyrocket,cost health care child care gasoline skyrocket
doc3.txt,We've seen our children leave for Iraq and terrorists threaten to finish the job they started on 9/11.,children leave iraq terrorists threaten finish job started 9/11,child leave iraq terrorist threaten finish job start 9/11
doc3.txt,"But while the world has changed around us, too often our government has stood still.",world changed government stood,world change government stand
doc3.txt,"Our faith has been shaken, but the people running Washington aren't willing to make us believe again.",faith shaken people running washington willing believe,faith shake people run washington willing believe
doc3.txt,It's the timidity - the smallness - of our politics that's holding us back right now.,timidity smallness politics holding right,timidity smallness politic hold right
doc3.txt,"The idea that some problems are just too big to handle, and if you just ignore them, sooner or later, they'll go away.",idea problems big handle ignore sooner later away,idea problem big handle ignore soon later away
doc3.txt,"That if you give a speech where you rattle off statistics about the stock market being up and orders for durable goods being on the rise, no one will notice the single mom whose two jobs won't pay the bills or the student who can't afford his college dreams.",speech rattle statistics stock market orders durable goods rise notice single mom jobs wo pay bills student afford college dreams,speech rattle statistic stock market order durable good rise notice single mom job wo pay bill student afford college dream
doc3.txt,"That if you say the words ""plan for victory"" and point to the number of schools painted and roads paved and cell phones used in Iraq, no one will notice the nearly 2,500 flag-draped coffins that have arrived at Dover Air Force base.","words plan victory point number schools painted roads paved cell phones used iraq notice nearly 2,500 flag draped coffins arrived dover air force base","word plan victory point number school paint road paved cell phone use iraq notice nearly 2,500 flag drape coffin arrive dover air force base"
doc3.txt,"Well it's time we finally said we notice, and we care, and we're not gonna settle anymore.",time finally notice care gon na settle anymore,time finally notice care gon na settle anymore
doc3.txt,"You know, you probably never thought you'd hear this at a Take Back America conference, but Newt Gingrich made a great point a few weeks ago.",know probably thought hear take back america conference newt gingrich great point weeks ago,know probably think hear take back america conference newt gingrich great point week ago
doc3.txt,"He was talking about what an awful job his own party has done governing this country, and he said that with all the mistakes and misjudgments the Republicans have made over the last six years, the slogan for the Democrats should come down to just two words:",talking awful job party governing country mistakes misjudgments republicans years slogan democrats come words,talk awful job party govern country mistake misjudgment republicans year slogan democrats come word
doc3.txt,Had enough?,,
doc3.txt,"I don't know about you, but I think old Newt is onto something here.",i know i think old newt,i know i think old newt
doc3.txt,Because I think we've all had enough.,i think,i think
doc3.txt,Enough of the broken promises.,broken promises,break promise
doc3.txt,Enough of the failed leadership.,failed leadership,fail leadership
doc3.txt,"Enough of the can't-do, won't-do, won't-even-try style of governance.",can't won't won't try style governance,can't won't won't try style governance
doc3.txt,"Four years after 9/11, I've had enough of being told that we can find the money to give Paris Hilton more tax cuts, but we can't find enough to protect our ports or our railroads or our chemical plants or our borders.",years 9/11 i told find money paris hilton tax cuts find protect ports railroads chemical plants borders,year 9/11 i tell find money paris hilton tax cut find protect port railroad chemical plant border
doc3.txt,I've had enough of the closed-door deals that give billions to the HMOs when we're told that we can't do a thing for the 45 million uninsured or the millions more who can't pay their medical bills.,i closed door deals billions hmos told thing 45 million uninsured millions pay medical bills,i closed door deal billion hmos tell thing 45 million uninsured million pay medical bill
doc3.txt,I've had enough of being told that we can't afford body armor for our troops and health care for our veterans and benefits for the wounded heroes who've risked their lives for this country.,i told afford body armor troops health care veterans benefits wounded heroes risked lives country,i tell afford body armor troop health care veteran benefit wound hero risk life country
doc3.txt,I've had enough of that.,i,i
doc3.txt,I've had enough of giving billions away to the oil companies when we're told that we can't invest in the renewable energy that will create jobs and lower gas prices and finally free us from our dependence on the oil wells of Saudi Arabia.,i billions away oil companies told invest renewable energy create jobs lower gas prices finally free dependence oil saudi arabia,i billion away oil company tell invest renewable energy create job low gas price finally free dependence oil saudi arabia
doc3.txt,I've had enough of our kids going to schools where the rats outnumber the computers.,i kids schools rats outnumber computers,i kid school rat outnumber computer
doc3.txt,I've had enough of Katrina survivors living out of their cars and begging FEMA for trailers.,i katrina survivors living cars begging fema trailers,i katrina survivor live car beg fema trailer
doc3.txt,And I've had enough of being told that all we can do about this is sit and wait and hope that the good fortune of a few trickles on down to everyone else in this country.,i told sit wait hope good fortune trickles country,i tell sit wait hope good fortune trickle country
doc3.txt,"You know, we all remember that George Bush said in 2000 campaign that he was against nation-building.",know remember george bush 2000 campaign nation building,know remember george bush 2000 campaign nation building
doc3.txt,We just didn't know he was talking about this one.,know talking,know talk
doc3.txt,"Now, let me say this - I don't think that George Bush is a bad man.",let me i think george bush bad man,let i i think george bush bad man
doc3.txt,I think he loves his country.,i think loves country,i think love country
doc3.txt,I don't think this administration is full of stupid people - I think there are a lot of smart folks in there.,i think administration stupid people i think lot smart folks,i think administration stupid people i think lot smart folk
doc3.txt,The problem isn't that their philosophy isn't working the way it's supposed to - it's that it is.,problem philosophy working way supposed,problem philosophy work way suppose
doc3.txt,It's that it's doing exactly what it's supposed to do.,exactly supposed,exactly suppose
doc3.txt,The reason they don't believe government has a role in solving national problems is because they think government is the problem.,reason believe government role solving national problems think government problem,reason believe government role solve national problem think government problem
doc3.txt,"That we're better off if we dismantle it - if we divvy it up into individual tax breaks, hand 'em out, and encourage everyone to go buy your own health care, your own retirement security, your own child care, their own schools, your own private security force, your own roads, their own levees...",dismantle divvy individual tax breaks hand 'em encourage buy health care retirement security child care schools private security force roads levees,dismantle divvy individual tax break hand 'em encourage buy health care retirement security child care school private security force road levee
doc3.txt,It's called the Ownership Society in Washington.,ownership society washington,ownership society washington
doc3.txt,But in our past there has been another term for it - Social Darwinism - every man or women for him or herself.,past term social darwinism man women,past term social darwinism man woman
doc3.txt,It allows us to say to those whose health care or tuition may rise faster than they can afford - life isn't fair.,allows health care tuition rise faster afford life fair,allow health care tuition rise fast afford life fair
